product_id,product_name,category,subcategory,brand,base_price,unit_cost,base_margin,stock_quantity,reorder_point,launch_date,discontinue_date,is_active,weight_kg
PRD0245,Amazon Mini Smart Speaker 3,Smart Home,Smart Speakers,Amazon,138600,98900,0.286,9,12,2022-12-14,,True,3.84
PRD0128,Sony Soundbar Pro 1,Audio,Soundbars,Sony,740100,591600,0.201,56,20,2023-08-27,,True,0.79
PRD0237,LG Mini Smart Speaker 8,Smart Home,Smart Speakers,LG,122500,82500,0.327,43,12,2020-02-12,,True,5.1
PRD0185,Microsoft PlayStation 10,Gaming,Gaming Consoles,Microsoft,675300,636300,0.058,35,10,2019-06-14,2024-04-14,False,6.6
PRD0047,Samsung Silicone Cover 7,Smartphones & Tablets,Phone Cases,Samsung,12900,6300,0.511,118,20,2022-08-02,,True,1.08
PRD0249,Xiaomi Mini Smart Speaker 8,Smart Home,Smart Speakers,Xiaomi,173300,114700,0.338,23,12,2021-06-01,,True,3.56
PRD0307,TCL TK-Series 10,TV & Displays,Projectors,TCL,636000,552600,0.131,28,5,2020-06-20,,True,6.63
PRD0392,Belkin NFC Card 3,Mobile Accessories,Wireless Accessories,Belkin,21000,12100,0.424,15,20,2019-08-23,,True,1.35
PRD0177,Nikon EOS 1,Cameras & Photography,DSLR Cameras,Nikon,669900,588300,0.122,22,15,2023-11-16,,True,7.21
PRD0211,Sony Cloud Alpha 4,Gaming,Gaming Headsets,Sony,45800,31400,0.315,18,10,2021-11-23,,1,6.31
PRD0129,Sony QuietComfort 7,Audio,Over-Ear Headphones,Sony,236500,164600,0.304,52,20,2021-05-24,,True,6.63
PRD0144,Samsung HT-A 8,Audio,Soundbars,Samsung,641300,510900,0.203,46,20,2022-10-15,,true,6.63
PRD0008,Apple Matte Film 1,Smartphones & Tablets,Screen Protectors,Apple,7200,4300,0.406,82,20,2021-05-03,,True,7.46
PRD0356,Logitech One Touch 9,Computer Peripherals,External Storage,Logitech,137800,114800,0.167,76,20,2023-05-10,,True,5.09
PRD0257,GOOGLE ECHO 10,Smart Home,Smart Speakers,Google,92700,66900,0.278,16,12,2022-12-21,,true,4.74
PRD0311,TCL TK-Series 3,TV & Displays,Projectors,TCL,618700,552400,0.107,3,5,2020-04-01,,true,2.85
PRD0180,Fujifilm Camera Bag 6,Cameras and Photography,CAMERA ACCESSORIES,Fujifilm,66700,46400,0.305,30,15,2020-10-17,,True,0.43
PRD0173,Fujifilm K-Series 8,Cameras & Photography,DSLR Cameras,Fujifilm,457200,418700,0.084,175,15,2021-08-15,,true,1.26
PRD0218,Razer DualSense 2,Gaming,Controllers & Accessories,Razer,42900,29400,0.314,24,10,2022-09-07,,True,2.61
PRD0303,TCL EH-Series 2,TV & Displays,Projectors,TCL,1607300,1339900,0.166,-8,5,2021-01-15,2024-07-27,no,3.39
PRD0385,Anker Multi-Port Hub 12,Mobile Accessories,Chargers & Cables,Anker,10400,6500,0.37,96,20,2021-10-22,,True,6.37
PRD0009,LG Galaxy A 11,Smartphones & Tablets,Smartphones,LG,669800,555400,0.171,105,20,2022-03-09,,True,4.79
PRD0157,Nikon K-Series 2,Cameras & Photography,DSLR Cameras,Nikon,1730800,1539400,0.111,67,15,2021-08-13,,True,4.24
PRD0028,  Apple Matte Film 8  ,Smartphones & Tablets,screen protectors,Apple,8300,3700,0.55,22,20,2019-08-20,,True,0.67
PRD0302,TCL Crystal UHD 11,TV & Displays,QLED TVs,TCL,1424300,1246100,0.125,5,5,2022-05-27,,True,1.72
PRD0361,Razer K-Series 7,Computer Peripherals,Keyboards,Razer,189700,144800,0.237,23,20,2022-02-10,,True,4.26
PRD0059,Dell Odyssey 7,Laptops & Computers,Monitors,Dell,1062500,918100,0.136,-21,20,2022-11-08,,True,2.6
PRD0206,  Sony Elite Controller 10  ,Gaming,Controllers & Accessories,Sony,34500,25400,0.264,7,10,2022-09-02,,True,8.38
PRD0065,Lenovo ThinkPad 8,Laptops & Computers,Laptops,Lenovo,2339200,2136800,0.087,84,20,2020-12-08,,True,3.17
PRD0083,Dell ViewFinity 9,Laptops & Computers,Monitors,Dell,350400,302100,0.138,92,20,2023-02-15,,True,7.08
PRD0282,Samsung Galaxy Fit 7,Wearables,Fitness Bands,Samsung,78400,53300,0.321,10,12,2021-07-14,,True,5.46
PRD0214,Nintendo Pro Controller 1,Gaming,Controllers & Accessories,Nintendo,86300,61400,0.289,38,10,2022-03-21,,True,4.24
PRD0281,Xiaomi Venu 6,Wearables,Smartwatches,Xiaomi,261700,209200,0.201,5,12,2021-02-01,,True,2.27
PRD0154,Nikon X-Series 1,Cameras & Photography,Mirrorless Cameras,Nikon,940000,845700,0.1,142,15,2022-11-15,,True,5.39
PRD0049,OPPO Redmi Note 3,Smartphones & Tablets,Smartphones,OPPO,1085200,₩935500,0.138,108,20,2021-04-27,,True,6.62
PRD0209,Logitech Steam Deck 9,Gaming,Gaming Consoles,Logitech,382300,337000,0.119,49,10,2023-01-10,,True,4.65
PRD0328,Hisense TV Remote Pro 9,TV & Displays,tv accessories,Hisense,48600,24900,0.487,15,5,2022-04-16,,True,7.68
PRD0032,Samsung Tempered Glass 11,Smartphones & Tablets ,Screen Protectors,Samsung,9900,5400,0.455,30,20,2019-03-21,,TRUE,6.31
PRD0002,Samsung Galaxy Tab S 2,Smartphones & Tablets,Tablets,Samsung,286200,246000,0.14,79,20,2019-04-23,,TRUE,3.59
PRD0172,Nikon SD Card Pro 10,Cameras & Photography,Camera Accessories,Nikon,41200,27000,0.346,97,15,2021-11-18,,True,4.13
PRD0269,Samsung Venu 11,Wearables,Smartwatches,Samsung,337800,262500,0.223,22,12,2019-09-13,2023-04-16,False,2.78
PRD0014,LG Pad Air 10,Smartphones & Tablets,Tablets,LG,274400,238800,0.13,72,20,2020-09-01,,True,0.21
PRD0376,Belkin NFC Card 1,Mobile Accessories,WIRELESS ACCESSORIES,Belkin,81900,47200,0.424,94,20,2021-10-20,,True,3.12
PRD0010,LG Pad Air 7,Smartphones & Tablets,Tablets,LG,1207800,1048400,0.132,106,20,2020-03-17,,1,0.45
PRD0147,Nikon HERO 7,Cameras & Photography,Action Cameras,Nikon,110000,92400,0.16,101,15,2020-02-12,,True,7.92
PRD0267,Fitbit AR Lens 3,Wearables,Smart Glasses,Fitbit,334000,253700,0.24,54,12,2021-08-03,,True,0.84
PRD0334,Hisense TCL QLED 1,TV & Displays,QLED TVs,Hisense,888000,762300,0.142,11,5,2022-01-24,,True,0
PRD0381,Spigen Travel Adapter 9,Mobile Accessories,Chargers & Cables,Spigen,48300,25000,0.482,23,20,2022-03-24,,true,3.32
PRD0096,ASUS GPU 11,Laptops & Computers,PC Components,ASUS,535500,418200,0.219,119,20,2021-05-07,,yes,4.13
PRD0035,LG Thin Fit 7,Smartphones & Tablets,Phone Cases,LG,66100,33100,0.5,112,20,2023-04-28,,True,6.9
PRD0097,LG ThinkPad 10,Laptops & Computers,Laptops,LG,1005400,904100,10.1%,45,20,2022-01-27,,True,0.12
PRD0400,Spigen MagSafe Pad 12,Mobile Accessories,Wireless Accessories,Spigen,62500,44700,0.284,32,20,2022-01-03,,True,6.76
PRD0260,LG SMART PLUG 1,Smart Home,Smart Appliances,LG,139200,105200,0.245,54,12,2020-08-19,,True,4.24
PRD0117,Samsung Studio Pro 1,Audio,Over-Ear Headphones,Samsung,235000,162200,0.31,95,20,2021-02-14,,yes,8.0
PRD0046,Xiaomi Pad Air 2,Smartphones & Tablets,Tablets,Xiaomi,472700,391900,0.171,61,20,2022-12-23,,True,2.11
PRD0162,Sony GH-Series 3,Cameras & Photography,Mirrorless Cameras,Sony,1688000,1456900,0.137,113,15,2021-02-19,,True,3.41
PRD0342,Microsoft MX Master 4,Computer Peripherals,Mice & Trackpads,Microsoft,30500,19900,0.349,58,20,2021-12-21,,True,7.25
PRD0118,Bose Galaxy Buds 5,audio,In-Ear Earbuds,Bose,120800,84200,0.303,38,20,2022-04-05,,True,7.21
PRD0078,ASUS Mini PC 3,Laptops and Computers,Desktop PCs,ASUS,947400,803300,0.152,114,20,2023-03-19,,1,4.21
PRD0323,Hisense TK-Series 11,TV & Displays,Projectors,Hisense,382400,336900,0.119,7,5,2019-10-18,,TRUE,0.51
PRD0064,ASUS GPU 10,Laptops & Computers,PC Components,ASUS,245100,201600,0.178,107,20,2019-04-03,2023-8-18,False,2.08
PRD0231,Xiaomi Smart Cam 3,Smart Home,Home Security,Xiaomi,409200,308100,0.247,50,12,2023-10-05,,True,6.99
PRD0187,Razer Arctis 9,Gaming,Gaming Headsets,Razer,81700,53600,0.344,42,10,2022-11-26,,True,0
PRD0348,Microsoft T7 Shield 5,Computer Peripherals,External Storage,Microsoft,38600,32300,0.163,97,20,2021-09-25,,True,7.65
PRD0200,Logitech Mechanical KB 5,Gaming,Gaming Peripherals,Logitech,141700,98600,0.304,28,10,2019-02-15,,True,5.85
PRD0362,Microsoft DeathAdder 5,Computer Peripherals,Mice & Trackpads,Microsoft,155600,97100,0.376,80,20,2021-07-10,,true,4.24
PRD0122,AKG WF-Series 7,Audio,In-Ear Earbuds,AKG,70300,49100,0.301,82,20,2021-12-11,,True,5.09
PRD0382,ESR Magnetic Pack 9,Mobile Accessories,Power Banks,ESR,118100,80200,0.321,60,20,2022-12-25,,True,8.19
PRD0355,Logitech Facecam 9,COMPUTER PERIPHERALS,Webcams,Logitech,46500,34400,0.261,54,20,2022-04-08,,True,2.69
PRD0159,Nikon HERO 2,Cameras & Photography,Action Cameras,Nikon,180000,154100,0.144,133,15,2021-12-14,,true,3.02
PRD0086,Samsung All-in-One 12,Laptops & Computers,Desktop PCs,Samsung,691300,589700,0.147,78,20,2023-08-28,,True,4.14
PRD0226,Samsung Ceiling Light Pro 1,Smart Home,Smart Lighting,Samsung,10500,6300,0.403,49,12,2022-05-01,,True,5.75
PRD0263,Samsung AR Lens 2,Wearables,Smart Glasses,Samsung,439600,336100,0.236,50,12,2023-10-23,,True,5.21
PRD0331,TCL BenQ Home 9,TV & Displays,Projectors,TCL,423800,372100,0.122,21,5,2021-01-26,,True,4.47
PRD0077,Samsung ThinkPad 12,Laptops & Computers,Laptops,Samsung,936200,844900,0.098,85,20,2019-11-27,,True,8.08
PRD0321,TCL OLED G-Series 12,tv & displays,OLED TVs,TCL,917900,811000,0.117,18,5,2023-06-20,,True,6.0
PRD0308,Samsung TV Remote Pro 9,TV & Displays,TV Accessories,Samsung,22800,13300,41.7%,10,5,2020-03-04,,True,2.3
PRD0088,Lenovo NVMe SSD 6,Laptops & Computers,PC Components,Lenovo,279300,217700,22.1%,93,20,2023-07-22,,True,8.34
PRD0008,Apple Matte Film 1,Smartphones & Tablets,Screen Protectors,Apple,7200,4300,0.406,82,20,2021-05-03,,True,7.46
PRD0183,Sony Barracuda 10,Gaming,Gaming Headsets,Sony,74400,47300,0.364,19,10,2023-11-01,,True,8.22
PRD0106,Bose Galaxy Buds 8,Audio,In-Ear Earbuds,Bose,126500,77100,0.391,66,20,2021-12-12,,True,8.08
PRD0050,Xiaomi Galaxy Tab A 5,Smartphones and Tablets,Tablets,Xiaomi,457400,385500,0.157,20,20,2020-06-11,,True,1.22
PRD0006,Samsung Galaxy Tab A 2,Smartphones & Tablets,Tablets,Samsung,403000,348100,0.136,95,20,2023-03-12,,True,2.31
PRD0018,Samsung Pad Air 9,Smartphones & Tablets,Tablets,Samsung,293200,258700,0.118,75,20,2019-11-02,2022-06-03,0,2.06
PRD0235,Google Smart Lock 2,Smart Home,Home Security,Google,263400,199000,0.244,29,12,2020-02-03,,True,6.06
PRD0329,Samsung OLED G-Series 2,TV & Displays,OLED TVs,Samsung,4556000,4159900,8.7%,7,5,2023-03-07,,True,0.41
PRD0107,JBL JBL Charge 11,Audio,Bluetooth Speakers,JBL,84300,56000,0.335,25,20,2022-01-13,,yes,8.07
PRD0135,AKG JBL CHARGE 8,Audio,Bluetooth Speakers,AKG,387100,276500,0.286,17,20,2020-10-16,,True,3.86
PRD0333,Hisense OLED evo 7,TV & Displays,OLED TVs,Hisense,1298100,1169200,0.099,15,5,2022-08-02,,TRUE,1.27
PRD0227,LG Smart Cam 2,Smart Home,Home Security,LG,131200,100200,0.236,55,12,2022-05-27,,1,3.4
PRD0215,Nintendo Barracuda 9,Gaming,Gaming Headsets,Nintendo,76000,54200,0.287,33,10,2020-07-06,,True,2.09
PRD0191,Microsoft Arctis 9,Gaming,Gaming Headsets,Microsoft,162600,123300,0.242,45,10,2022-10-08,,True,7.7
PRD0364,Logitech My Passport 12,Computer Peripherals,External Storage,Logitech,195500,148500,24.0%,16,20,2022-08-10,,True,0.89
PRD0283,Xiaomi RayBan Meta 5,Wearables,Smart Glasses,Xiaomi,168400,132700,0.212,42,12,2023-03-18,,True,5.41
PRD0030,OPPO Galaxy Tab S 11,Smartphones & Tablets,Tablets,OPPO,1017800,891600,0.124,23,20,2022-03-09,,True,6.32
PRD0170,Sony EOS R 4,Cameras & Photography,Mirrorless Cameras,Sony,1560100,1383700,0.113,148,15,2020.05.20,,yes,5.47
PRD0181,Microsoft Switch 8,Gaming,Gaming Consoles,Microsoft,501700,471400,0.06,23,10,2023-03-11,,True,1.42
PRD0101,ASUS ThinkPad 5,laptops & computers,Laptops,ASUS,2137400,1915700,0.104,38,20,2020-02-05,,True,7.32
PRD0198,Microsoft Elite Controller 10,Gaming,Controllers & Accessories,Microsoft,152200,101300,0.335,45,10,2023-09-11,,True,0.86
PRD0210,Logitech Arcade Stick 4,Gaming,Controllers & Accessories,Logitech,48000,35900,0.252,45,10,2021-12-25,,True,3.59
PRD0136,JBL HW-Q Series 9,Audio,Soundbars,JBL,354200,288800,0.185,30,20,2022-08-17,,True,3.12
PRD0387,Anker Bike Holder 11,Mobile Accessories,Phone Mounts,Anker,15700,7600,0.518,14,20,2022-05-07,,True,3.08
PRD0353,LOGITECH K65 RGB 5,Computer Peripherals,Keyboards,Logitech,35300,23200,0.344,109,20,2022-03-16,,True,0.79
PRD0199,Microsoft Barracuda 6,Gaming,Gaming Headsets,Microsoft,263600,205300,0.221,24,10,2021-08-25,,True,2.6
PRD0167,Canon HERO 2,Cameras & Photography,Action Cameras,Canon,174100,139300,0.2,167,15,2022-09-14,,yes,0.67
PRD0358,Samsung DeathAdder 12,Computer Peripherals,Mice & Trackpads,Samsung,239600,178800,0.254,14,20,2019-09-06,2024-11-26,False,3.22
PRD0137,JBL Live 7,Audio,Over-Ear Headphones,JBL,386000,₩259200,0.329,52,20,2019-11-21,,True,0.85
PRD0286,Garmin Mi Band 6,wearables,Fitness Bands,Garmin,38200,25000,0.345,26,12,2021-02-25,,True,6.87
PRD0132,AKG Soundbar Pro 11,Audio,Soundbars,AKG,671800,505400,0.248,90,20,2022-10-11,,True,2.72
PRD0040,OPPO Tempered Glass 7,Smartphones & Tablets,Screen Protectors,OPPO,21300,12000,0.438,113,20,2019-07-01,,True,4.6
PRD0216,Microsoft Mousepad XL 12,Gaming,Gaming Peripherals,Microsoft,30800,22500,0.269,11,10,2019-07-14,,True,3.33
PRD0044,LG Ultra Clear 8,Smartphones & Tablets,Screen Protectors,LG,10200,5700,0.443,46,20,2021-12-06,,True,4.41
PRD0055,Lenovo FlatronW 10,Laptops & Computers,Monitors,Lenovo,595400,520000,0.127,68,20,2021-08-06,2023-06-07,False,2.81
PRD0390,ESR Ultra-Thin Bank 4,Mobile Accessories,Power Banks,ESR,125500,79100,0.37,35,20,2022-10-18,,True,6.61
PRD0300,Samsung Wall Mount 6,TV & Displays,TV Accessories,Samsung,24900,17200,0.31,30,5,2021-03-01,,True,3.87
PRD0374,ESR Ultra-Thin Bank 2,Mobile Accessories,Power Banks,ESR,112400,75800,0.326,23,20,2020-08-24,,TRUE,3.46
PRD0305,Hisense OLED G-Series 11,TV & Displays,OLED TVs,Hisense,1373900,1257500,0.085,7,5,2022-01-03,,1,3.59
PRD0036,Xiaomi Tempered Glass 3,Smartphones & Tablets,Screen Protectors,Xiaomi,16400,8800,0.466,41,20,2023-11-28,,True,2.3
PRD0316,Hisense TV Remote Pro 10,TV & Displays,TV Accessories,Hisense,10800,6300,0.42,6,5,2023-10-08,,True,7.97
PRD0310,Sony Neo QLED 12,TV & Displays,QLED TVs,Sony,1640900,1400800,0.146,28,5,2022-10-07,,True,7.5
PRD0277,Fitbit Watch Ultra 2,Wearables,Smartwatches,Fitbit,₩559400,449300,0.197,32,12,2020-12-13,,True,2.71
PRD0125,Samsung Live 10,Audio,Over-Ear Headphones,Samsung,57800,43200,0.253,51,20,2023-03-25,,True,1.06
PRD0143,Sony Boombox 6,Audio,Bluetooth Speakers,Sony,201200,153800,0.236,67,20,2021/05/25,,True,2.03
PRD0111,Sony SRS-XB 12,Audio,Bluetooth Speakers,Sony,98100,76800,0.217,85,20,2019-08-25,,True,0.97
PRD0324,Samsung TV Remote Pro 2,TV & Displays,TV Accessories,Samsung,19700,11200,0.432,8,5,2022-04-04,,True,5.44
PRD0360,Logitech Backup Plus 8,Computer Peripherals,External Storage,Logitech,184800,153300,0.171,22,20,2022-01-10,,True,5.65
PRD0108,Bose HW-Q Series 11,Audio,Soundbars,Bose,130400,96900,0.257,26,20,2023-01-26,,True,6.7
PRD0013,Apple Redmi Note 1,Smartphones & Tablets,Smartphones,Apple,1643200,1363700,0.17,23,20,2021-09-25,,True,7.41
PRD0273,Apple Venu 11,Wearables,Smartwatches,Apple,97500,78800,0.191,38,12,2020-02-05,,1,5.8
PRD0048,Apple Ultra Clear 11,Smartphones & Tablets,Screen Protectors,Apple,11800,5800,0.512,74,20,2021-08-20,,True,3.66
PRD0204,Microsoft Mousepad XL 9,Gaming,Gaming Peripherals,Microsoft,75100,52400,0.302,31,10,2022-08-03,,True,6.88
PRD0352,Corsair T7 Shield 6,Computer Peripherals,External Storage,Corsair,280100,233000,0.168,50,20,2019-06-21,,True,5.41
PRD0120,AKG HW-Q Series 10,AUDIO,Soundbars,AKG,679500,489600,28.0%,49,20,2021-03-09,,True,7.84
PRD0022,Samsung MatePad 9,Smartphones & Tablets,Tablets,Samsung,221500,187800,15.2%,118,20,2022-01-03,,1,2.05
PRD0084,Lenovo GPU 9,Laptops & Computers,PC Components,Lenovo,248200,200700,0.192,28,20,2021-08-08,,True,3.29
PRD0131,Samsung SoundLink 4,Audio,Bluetooth Speakers,Samsung,48900,38000,0.223,90,20,2022-02-06,,True,4.23
PRD0330,Samsung TCL QLED 4,TV & Displays,QLED TVs,Samsung,2983500,2613800,0.124,28,5,2023-05-11,,True,0.62
PRD0230,Samsung Hue Color 4,Smart Home,Smart Lighting,Samsung,17700,10100,0.428,9,12,2023-08-09,,True,5.83
PRD0248,Xiaomi Smart Humidifier 2,Smart Home,Smart Appliances,Xiaomi,81700,64500,0.211,41,12,2021-09-18,,True,1.92
PRD0287,Garmin Echo Frames 5,Wearables,Smart Glasses,Garmin,402700,287300,0.286,36,12,2019-08-17,,True,7.31
PRD0124,JBL S-Series 9,Audio,Soundbars,JBL,₩104000,79900,0.232,95,20,2021-11-19,,True,2.66
PRD0034,OPPO Galaxy Tab A 7,Smartphones and Tablets,Tablets,OPPO,235800,206400,0.125,41,20,2023-01-12,,True,5.69
PRD0388,Spigen MagSafe Pad 10,Mobile Accessories,Wireless Accessories,Spigen,91200,54200,0.406,40,20,2023-12-21,,True,4.37
PRD0005,LG Reno 10,Smartphones & Tablets,Smartphones,LG,1435700,1250600,0.129,108,20,2020-02-02,,True,2.5
PRD0020,Samsung Tempered Glass 11,Smartphones & Tablets,screen protectors,Samsung,10000,5200,0.485,92,20,2021-12-02,,True,0.88
PRD0220,Microsoft Mousepad XL 5,Gaming,Gaming Peripherals,Microsoft,62600,45100,0.28,34,10,2021-05-12,,True,3.99
PRD0307,TCL TK-Series 10,TV & Displays,Projectors,TCL,636000,552600,0.131,28,5,2020-06-20,,True,6.63
PRD0150,Sony Alpha 4,Cameras & Photography,Mirrorless Cameras,Sony,1060900,925500,0.128,172,15,2021-02-27,,True,4.58
PRD0225,LG Galaxy Home 4,Smart Home,Smart Speakers,LG,112800,78300,0.306,47,12,2022-11-20,,true,4.17
PRD0248,Xiaomi Smart Humidifier 2,Smart Home,Smart Appliances,Xiaomi,81700,64500,0.211,41,12,2021-09-18,,True,1.92
PRD0365,Samsung MX Keys 5,Computer Peripherals,Keyboards,Samsung,53000,35600,0.328,15,20,2021/02/04,,True,0.13
PRD0152,Nikon UV Filter Kit 9,Cameras & Photography,Camera Accessories,Nikon,63600,40200,0.368,31,15,2021-01-13,,True,5.42
PRD0318,Sony TCL QLED 1,TV & Displays,QLED TVs,Sony,682600,616100,0.097,17,5,2019-05-26,2022-01-13,False,6.24
PRD0292,Garmin BP Monitor 9,Wearables,Health Monitors,Garmin,57300,41300,0.279,34,12,2021-05-24,,True,3.16
PRD0234,Xiaomi Hue Color 11,Smart Home,Smart Lighting,Xiaomi,21000,11600,0.449,32,12,2021-06-18,,True,1.62
PRD0011,Samsung Leather Wallet 11,Smartphones & Tablets,Phone Cases,Samsung,11300,5800,0.486,69,20,2022-07-13,,True,4.52
PRD0280,Fitbit Pulse Oximeter 2,Wearables,Health Monitors,Fitbit,34800,23600,0.322,13,12,2019-01-12,,True,3.32
PRD0072,Dell DDR5 RAM 9,Laptops & Computers,PC Components,Dell,93800,71200,0.241,89,20,2021-10-14,,true,0.56
PRD0253,Samsung Echo 8,Smart Home,Smart Speakers,Samsung,129700,89700,0.308,56,12,2022-04-09,,TRUE,6.78
PRD0093,Samsung Galaxy Book 6,Laptops & Computers,Laptops,Samsung,2353900,2117200,0.101,82,20,2021-03-08,,True,5.81
PRD0350,Logitech Magic Mouse 1,Computer Peripherals,Mice & Trackpads,Logitech,171700,117900,0.313,74,20,2023-02-16,,True,0
PRD0193,Microsoft Steam Deck 11,Gaming,Gaming Consoles,Microsoft,669200,594600,11.1%,23,10,2021-04-25,,True,2.46
PRD0258,Amazon LED Strip 3,Smart Home,Smart Lighting,Amazon,16600,9600,0.423,17,12,2022-06-01,,True,6.94
PRD0340,Corsair Backup Plus 6,Computer Peripherals,external storage,Corsair,45800,34800,0.239,59,20,2022-12-03,,yes,0.47
PRD0133,Bose WH-1000X 8,Audio,Over-Ear Headphones,Bose,160600,117500,0.268,49,20,2021-01-12,,True,3.95
PRD0196,Nintendo Mousepad XL 8,Gaming,Gaming Peripherals,Nintendo,387100,278100,0.281,20,10,2021-03-28,,True,1.68
PRD0344,Razer Backup Plus 5,Computer Peripherals,External Storage,Razer,176600,141600,0.198,45,20,2021-05-21,,True,2.26
PRD0138,Bose FreeBuds 5,Audio,In-Ear Earbuds,Bose,174800,113900,0.348,94,20,2023-03-11,,True,0
PRD0261,Xiaomi Galaxy Watch 10,Wearables,Smartwatches,Xiaomi,102500,74500,0.273,7,12,2023-06-18,,True,6.47
PRD0039,OPPO Clear Shield 1,smartphones & tablets,Phone Cases,OPPO,10300,4700,0.544,110,20,2020-05-02,2023-06-24,False,2.7
PRD0202,Logitech Pro Controller 7,GAMING,Controllers & Accessories,Logitech,113600,75300,0.337,18,10,2022-11-27,,True,5.8
PRD0395,Anker Bike Holder 6,Mobile Accessories,Phone Mounts,Anker,19100,11600,0.394,115,20,2022-09-16,,True,6.41
PRD0291,Samsung RayBan Meta 4,Wearables,Smart Glasses,Samsung,457500,298700,0.347,54,12,2023-02-15,,True,7.19
PRD0190,Razer Pro Controller 3,Gaming,Controllers & Accessories,Razer,52100,39400,0.243,50,10,2022-06-15,,True,4.1
PRD0252,LG Smart Plug 9,Smart Home,Smart Appliances,LG,188900,144400,0.235,47,12,2022-11-06,,True,3.7
PRD0113,Bose Live 7,Audio,Over-Ear Headphones,Bose,305700,214500,0.298,28,20,2023-02-03,,True,0.61
PRD0184,Logitech Gaming Mouse 12,Gaming,Gaming Peripherals,Logitech,23300,17000,0.272,27,10,2021-12-20,,True,1.3
PRD0153,Nikon K-Series 12,Cameras & Photography,DSLR Cameras,Nikon,412100,356400,0.135,168,15,2021-12-22,,True,6.26
PRD0313,LG OLED C-Series 9,TV & Displays,OLED TVs,LG,3873300,3417700,0.118,13,5,2021-11-13,,True,2.6
PRD0326,Sony TCL QLED 6,TV & Displays,QLED TVs,Sony,582500,534100,0.083,21,5,2021-05-08,,True,0.57
PRD0192,Microsoft Gaming Mouse 1,Gaming,Gaming Peripherals,Microsoft,27000,20300,0.25,38,10,2021-11-25,,True,8.31
PRD0045,OPPO Galaxy Z Fold 2,Smartphones & Tablets,Smartphones,OPPO,1257800,₩1056400,0.16,13,20,2022-04-26,,True,0.44
PRD0276,Xiaomi BP Monitor 10,Wearables,Health Monitors,Xiaomi,89300,63400,0.29,31,12,2022-11-24,,True,5.26
PRD0007,Samsung Thin Fit 11,Smartphones & Tablets,Phone Cases,Samsung,11600,5800,0.496,91,20,2020-07-09,,1,5.86
PRD0251,Amazon Motion Sensor 2,Smart Home,Home Security,Amazon,69800,47400,0.322,38,12,2020-06-21,2022-12-08,False,1.52
PRD0312,Hisense Wall Mount 3,TV & Displays,TV ACCESSORIES,Hisense,21900,14600,0.335,21,5,2022-06-02,,True,6.0
PRD0076,Dell GPU 8,Laptops & Computers,PC Components,Dell,43500,34000,0.219,66,20,2022-05-17,,True,0.73
PRD0001,Samsung Galaxy S 12,Smartphones & Tablets,Smartphones,Samsung,430300,379600,0.118,21,20,2022-11-24,,True,5.04
PRD0392,Belkin NFC Card 3,Mobile Accessories,Wireless Accessories,Belkin,21000,12100,0.424,15,20,2019-08-23,,True,1.35
PRD0384,ESR Qi Charger 4,Mobile Accessories,Wireless Accessories,ESR,23200,13900,0.401,93,20,2022-11-05,,True,8.29
PRD0069,Samsung Inspiron 5,Laptops & Computers,Laptops,Samsung,1942500,1769900,0.089,83,20,2023-08-04,,True,2.45
PRD0168,Nikon UV Filter Kit 8,Cameras & Photography,Camera Accessories,Nikon,48800,32800,0.328,53,15,2020-09-21,,True,3.71
PRD0393,Belkin GaN Charger 11,Mobile Accessories,Chargers & Cables,Belkin,33000,18700,0.432,110,20,2021-10-18,,True,6.03
PRD0219,Sony Cloud Alpha 4,Gaming,Gaming Headsets,Sony,277900,211500,0.239,48,10,2023-08-08,,True,1.78
PRD0043,Apple Thin Fit 10,Smartphones & Tablets,Phone Cases,Apple,15400,8300,46.0%,84,20,2019-05-07,,True,5.18
PRD0367,Corsair StreamCam 8,Computer Peripherals,Webcams,Corsair,56100,43400,0.226,31,20,2023-07-21,,True,1.01
PRD0346,Logitech Magic Mouse 5,Computer Peripherals,Mice & Trackpads,Logitech,31100,22200,0.287,83,20,2021-01-19,,True,6.95
PRD0073,Samsung Gram 11,Laptops & Computers,Laptops,Samsung,753900,658700,0.126,98,20,2020-03-18,2022-07-15,False,5.07
PRD0024,Xiaomi Matte Film 7,Smartphones & Tablets,Screen Protectors,Xiaomi,15300,6900,0.546,34,20,2022-11-23,,TRUE,2.56
PRD0399,Samsung Car Vent Mount 4,Mobile Accessories,Phone Mounts,Samsung,33200,16400,0.505,78,20,2023-07-27,,True,7.05
PRD0186,Razer DualSense 12,Gaming,Controllers & Accessories,Razer,39000,30000,0.231,23,10,2021-11-16,,True,8.13
PRD0349,Logitech K-Series 6,Computer Peripherals,Keyboards,Logitech,36600,23400,0.359,47,20,2021-06-12,,True,3.97
PRD0104,Lenovo GPU 11,Laptops & Computers,PC Components,Lenovo,101900,85200,0.164,40,20,2023-05-16,,True,7.55
PRD0144,Samsung HT-A 8,Audio,Soundbars,Samsung,641300,510900,0.203,46,20,2022-10-15,,true,6.63
PRD0212,Razer Wrist Rest 4,Gaming,Gaming Peripherals,Razer,100800,69200,0.313,17,10,2022-03-17,,TRUE,6.94
PRD0068,Dell GPU 2,Laptops & Computers,PC Components,Dell,363400,298100,0.18,26,20,2021-05-01,,True,2.37
